SERIAL
88488915
90333553
90525950
87439181
88937401
90526612
90357689
90597679
90597733
90112866
88835006
88877308
87794222
88550492
90098286
87865015
88600666
88869846
86083803
77362180
88835014
85891301
90333425
90411919
90333486
88600695
86304030
86786728
86786781
90054660
90169253
90169319
90169341
90169356
86561857
87430731
88488953
88488905
87105995
86346436
87857341
87529341
87088708
90179607
86192372
86893704
86441888
86718796
90461448
90462033
90523844
90542626
90975732
90975733
86461534
86367419
77696168
86561900
85119498
85654040
86441896
86430574
86418301
86418321
86418338
86413009
77339801
77339796
85629308
75766671
76317154
86519239
86666417
77339791
77391688
77391704
86897210
86068347
85589976
78053367
86418365
86786802
85358866
85359149
87185283
87263502
87047331
85703061
85703063
86461490
85650730
87016121
87016184
87029507
87132475
87975704
78087559
87395592
87395605
85112991
85109440
85109807
85112990
86299285
87541760
87551916
87541630
87551850
86479154
76456404
86327495
87976885
87461008
86433246
86433245
87553884
87390324
85601566
85862770
86083799
87696128
87696131
87263464
86450094
87668579
87794373
86412961
87823725
87663239
86413078
87511420
87511200
87804633
87804629
87666021
86242117
86106506
86106198
86106467
86106217
87944110
87979310
87979303
87944131
86718744
87779816
88065259
88065279
86364263
87682698
74508340
87675005
87329817
86314710
88081703
86371242
88095408
76260930
87615899
88133345
88133388
85581797
87865284
87909747
87902062
87902078
87907911
87476709
87476014
87477770
87477790
87477818
87477841
87477868
86976126
87475988
87476758
86430569
85861467
86359588
86359584
87477806
88020668
88321810
87871515
87873062
87616428
88262891
88430396
87816460
87926486
88432447
87106008
88037434
88595121
87944687
88303086
88492620
88493280
88321970
88321946
88037279
87944737
78567083
87778903
88494173
88493770
86817134
88477963
88453618
88453636
88453646
88672841
88672910
88670642
88833524
90149927
90142965
88821489
88835011
88938371
75032312
75032315
90204862
88490231
88491915
90192695
90337706
90337677
90333238
90333297
75032314
75032313
90204897
87830959
88488944
90520590
90461172
90461372
90541795
76679740
77368812
77317348
77317360
77976455
77368809
77449619
77449636
77689128
77610047
77762421
77449628
77696138
77536413
77774218
77979488
77673316
77673335
77789607
77862953
75853480
75853481
76115468
77071961
85097510
85114920
85109340
85109409
85581795
85147327
88494397
86461518
90775659
90775702
90775830
90836824
90836775
90888123
90747584
90764989
90765039
90820350
90894654
90836806
90390378
90390424
90390480
90390589
90393088
90393418
90393359
90393509
90393557
90393653
90389903
90390217
90393203
90389801
90393145
90393607
90390637
90390291
90574080
90574104
90523824
90357661
90520756
76336952
76337653
76336951
85931937
77350817
77789599
77391700
77789611
75683923
86355338
77391677
87707752
87824697
88701776
